type,breed,color,sex,size,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,age
DOG,PARSON RUSS TER,AGOUTI,Spayed,SMALL,A327178,12/26/2018,12/28/2018,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",10
CAT,DOMESTIC SH,WHITE,Spayed,SMALL,A215548,11/18/2016,12/03/2016,15,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,COUNTY,95404.0,"95404(38.44511, -122.708)",19
DOG,GERM SH POINT,BROWN/WHITE,Spayed,MED,A322868,06/11/2015,07/02/2015,21,STRAY,VET_HOSP,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94118.0,"94118(37.78136, -122.458215)",11
OTHER,RABBIT SH,BLACK,Neutered,SMALL,A311623,09/15/2014,10/16/2014,31,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",12
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A338579,06/18/2016,07/02/2016,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",8
CAT,DOMESTIC SH,CALICO,Spayed,KITTN,A374366,06/30/2018,08/08/2018,39,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",6
DOG,PIT BULL,BLUE,Spayed,SMALL,A286351,02/29/2016,02/29/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",12
DOG,PIT BULL/MIX,BLACK/WHITE,Male,MED,A332443,01/27/2016,02/02/2016,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",11
DOG,SHIH TZU/POODLE MIN,WHITE,Female,TOY,A300811,05/17/2019,06/04/2019,18,CONFISCATE,FLD_CORONR,TRANSFER,DOGWOOD,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",13
DOG,PARSON RUSS TER,WHITE/TAN,Neutered,SMALL,A326201,08/21/2015,08/22/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",15
DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Neutered,MED,A342471,09/17/2016,10/16/2016,29,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",8
CAT,SIAMESE,TORTIE PT,Spayed,SMALL,A408392,12/15/2021,02/01/2022,48,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95664.0,"95664(38.83795, -121.0196208)",5
DOG,CHIHUAHUA SH/MIX,TAN,Spayed,TOY,A337933,06/03/2016,06/09/2016,6,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,NOAHS BARK,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",14
DOG,BICHON FRISE/POODLE MIN,WHITE,Male,SMALL,A347818,10/10/2017,10/18/2017,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",8
DOG,AMER BULLDOG/MIX,BROWN/WHITE,Neutered,LARGE,A320990,04/21/2015,04/22/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95820.0,"95820(38.53626, -121.44864)",14
DOG,YORKSHIRE TERR,BROWN/BLACK,Neutered,TOY,A365382,12/08/2017,12/23/2017,15,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",9
OTHER,GUINEA PIG,BROWN/WHITE,Female,SMALL,A415827,02/23/2023,03/07/2023,12,CONFISCATE,FLD_EVICT,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95401.0,"95401(38.44366, -122.7246163)",3
CAT,DOMESTIC SH,GRAY,Male,KITTN,A358655,08/26/2017,08/26/2017,0,STRAY,FIELD,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",7
CAT,SIAMESE,SEAL PT,Neutered,SMALL,A390204,08/06/2019,08/24/2019,18,STRAY,VET_HOSP,ADOPTION,REFERRAL-F,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",6
DOG,LABRADOR RETR,RED,Spayed,MED,A402218,01/22/2021,01/26/2021,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95467.0,"95467(38.7929242, -122.5490357)",12
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A381927,12/14/2018,12/15/2018,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",6
DOG,PAPILLON/CHIHUAHUA LH,WHITE/TAN,Spayed,TOY,A307504,06/02/2014,06/14/2014,12,TRANSFER,PRIV_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954.0,"94954(38.263265, -122.641035)",12
DOG,CHIHUAHUA SH/MIX,BROWN,Neutered,SMALL,A346216,12/13/2016,01/04/2017,22,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",10
CAT,DOMESTIC SH,BLACK,Unknown,KITTN,A419768,08/18/2023,08/18/2023,0,STRAY,EMAIL,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,A390385,08/15/2019,09/28/2019,44,STRAY,COMM CAT,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",5
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A312016,09/24/2014,10/25/2014,31,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",10
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A339512,07/12/2016,07/23/2016,11,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,COUNTY,95448.0,"95448(38.613965, -122.869825)",8
DOG,SIBERIAN HUSKY,WHITE,Spayed,MED,A324182,07/10/2015,08/28/2015,49,OWNER SURRENDER,FIELD,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",10
CAT,DOMESTIC SH,BRN TABBY,Female,KITTN,A358639,08/26/2017,08/26/2017,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,*WINDSOR,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",7
DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Female,MED,A312517,10/07/2014,10/08/2014,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",17
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A395647,01/17/2020,02/08/2020,22,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",13
DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,A338794,01/09/2019,01/09/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",9
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A397413,05/06/2020,05/07/2020,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",6
CAT,DOMESTIC MH,ORG TABBY,Neutered,KITTN,A397965,06/18/2020,08/04/2020,47,STRAY,PHONE,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",4
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,SMALL,A386855,05/10/2019,05/24/2019,14,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,*HEALDSBURG,95448.0,"95448(38.613965, -122.869825)",6
DOG,PUG,BLACK/WHITE,Neutered,SMALL,A390887,08/24/2019,08/27/2019,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",14
DOG,YORKSHIRE TERR,BLACK/GRAY,Male,SMALL,A372709,05/21/2018,05/22/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",9
DOG,POODLE MIN/MIX,TAN,Male,SMALL,A307001,09/26/2019,09/28/2019,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",11
CAT,DOMESTIC SH,TORTIE PT,Spayed,KITTN,A374138,06/19/2018,06/27/2018,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",6
DOG,BULLMASTIFF,FAWN/BLACK,Neutered,LARGE,A327161,09/21/2015,09/30/2015,9,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",10
DOG,SIBERIAN HUSKY,RED/WHITE,Spayed,MED,A372820,05/24/2018,06/09/2018,16,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",8
DOG,PIT BULL,TAN/WHITE,Neutered,LARGE,A389249,07/06/2019,07/20/2019,14,QUARANTINE,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",8
DOG,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,A353440,05/31/2017,06/01/2017,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",13
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A406913,09/25/2021,12/09/2021,75,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",3
DOG,PIT BULL,BLACK/WHITE,Male,SMALL,A391898,06/16/2020,08/06/2020,51,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",5
DOG,CAIRN TERRIER/CHIHUAHUA SH,TAN,Neutered,MED,A325656,07/06/2017,07/06/2017,0,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",15
DOG,CHIHUAHUA SH/MIN PINSCHER,BROWN,Spayed,TOY,A292497,03/06/2020,03/19/2020,13,STRAY,FIELD,TRANSFER,ROCKET DOG,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,*WINDSOR,OUT OF COUNTY,94146.0,"94146(37.751375, -122.43283)",14
DOG,SHETLD SHEEPDOG/MIX,BROWN/WHITE,Spayed,TOY,A347794,01/27/2017,02/10/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",8
DOG,CHIHUAHUA SH,WHITE,Neutered,SMALL,A356360,08/01/2017,08/19/2017,18,STRAY,FIELD,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446.0,"95446(38.503755, -122.9935)",13
DOG,POODLE MIN/MALTESE,WHITE,Neutered,SMALL,A389277,07/08/2019,07/18/2019,10,STRAY,FIELD,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425.0,"95425(38.79895, -123.01762)",6
DOG,SIBERIAN HUSKY/LABRADOR RETR,BROWN/WHITE,Neutered,SMALL,A358658,08/27/2017,09/07/2017,11,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,UNKNOWN,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",7
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A374287,06/26/2018,08/15/2018,50,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95404.0,"95404(38.44511, -122.708)",8
CAT,BENGAL/MIX,BRN TABBY,Female,SMALL,A413830,10/22/2022,10/25/2022,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,28303.0,"28303(35.09719, -78.9565)",15
CAT,DOMESTIC SH,BLACK/WHITE,Female,KITTN,A418719,06/29/2023,06/30/2023,1,STRAY,FIELD,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,A387895,05/31/2019,06/04/2019,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",4
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A326173,08/20/2015,09/05/2015,16,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",9
CAT,DOMESTIC SH,BRN TABBY/RED,Spayed,KITTN,A356558,08/05/2017,08/19/2017,14,STRAY,COMM CAT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",7
DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,A407510,07/02/2023,07/06/2023,4,STRAY,FIELD,RTOS,SPHONE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",6
DOG,RAT TERRIER/DACHSHUND,BLACK,Neutered,SMALL,A312960,07/07/2016,07/08/2016,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",12
DOG,GREAT PYRENEES/MIX,TRICOLOR,Spayed,MED,A410075,02/17/2022,03/24/2022,35,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,SMALL,A384036,02/15/2019,02/22/2019,7,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95476.0,"95476(38.288405, -122.464525)",7
DOG,QUEENSLAND HEEL,RED,Female,MED,A287960,08/24/2016,11/18/2016,86,CONFISCATE,FLD_CRUEL,TRANSFER,WINE CNTRY,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94515.0,"94515(38.5818482, -122.5799026)",13
DOG,CHIHUAHUA SH,BROWN/TAN,Spayed,SMALL,A339065,06/29/2016,07/06/2016,7,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",16
OTHER,RABBIT LH/MIX,BLACK,Spayed,SMALL,A345205,11/15/2016,12/29/2016,44,STRAY,MUN_SHELT,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",9
DOG,AUST SHEPHERD/MIX,BLUE MERLE,Spayed,LARGE,A321121,05/31/2017,06/02/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95404.0,"95404(38.44511, -122.708)",14
DOG,TIBETAN TERR,GRAY/BLACK,Male,SMALL,A386313,04/18/2019,04/26/2019,8,STRAY,VET_HOSP,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",5
DOG,LABRADOR RETR,BLACK,Neutered,LARGE,A327858,06/06/2017,06/07/2017,1,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,OUT OF COUNTY,59901.0,"59901(48.20046, -114.31606)",10
DOG,REDBONE HOUND,RED,Male,LARGE,A264679,10/16/2015,10/16/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",13
DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,A353254,05/30/2017,08/09/2017,71,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",10
OTHER,AMERICAN/MIX,AGOUTI,Female,MED,A411716,05/24/2022,06/25/2022,32,STRAY,OVER THE COUNTER,TRANSFER,RP SHELTER,UNKNOWN,PENDING,SANTA ROSA,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",4
CAT,DOMESTIC SH,BLACK,Female,KITTN,A411401,05/06/2022,05/11/2022,5,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,PENDING,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",2
DOG,POODLE MIN,WHITE,Spayed,SMALL,A304772,03/29/2014,04/01/2014,3,TRANSFER,VET_HOSP,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",11
CAT,DOMESTIC SH,CREAM/WHITE,Neutered,KITTN,A405902,07/17/2021,07/28/2021,11,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",3
DOG,SIBERIAN HUSKY,GRAY/BLACK,Male,MED,A411602,10/18/2022,10/18/2022,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",4
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,A340136,07/27/2016,09/22/2016,57,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",8
DOG,BULL TERRIER,BLACK/WHITE,Male,MED,A401564,10/16/2021,10/22/2021,6,STRAY,PHONE,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",6
DOG,GERM SHEPHERD/MIX,BROWN,Neutered,LARGE,A398346,06/30/2020,08/20/2020,51,STRAY,FIELD,TRANSFER,ROCKET DOG,TREATABLE/REHAB,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,94146.0,"94146(37.751375, -122.43283)",9
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A390433,08/16/2019,08/29/2019,13,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",6
DOG,SIBERIAN HUSKY/MIX,BLACK/WHITE,Neutered,LARGE,A415146,01/24/2023,02/24/2023,31,CONFISCATE,FIELD,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",4
DOG,MIN PINSCHER,RED,Spayed,TOY,A326768,11/30/2018,12/01/2018,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",10
DOG,CHIHUAHUA SH,WHITE/TAN,Neutered,TOY,A272226,07/06/2018,07/06/2018,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",15
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,A328947,10/21/2015,11/15/2015,25,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",9
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A363679,10/25/2017,11/18/2017,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448.0,"95448(38.613965, -122.869825)",7
DOG,PIT BULL,BROWN/BLACK,Spayed,LARGE,A318054,07/27/2019,08/13/2019,17,QUARANTINE,FIELD_RETURN TO OWNER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",10
CAT,SIAMESE/MIX,FLAME PT,Male,SMALL,A413609,10/11/2022,10/20/2022,9,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",4
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,A363708,10/26/2017,11/18/2017,23,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",10
DOG,LABRADOR RETR/MIX,BROWN/WHITE,Spayed,MED,A329236,11/04/2016,11/09/2016,5,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",20
DOG,AUST SHEPHERD/MIX,TRICOLOR,Spayed,MED,A399309,08/05/2020,01/02/2021,150,CONFISCATE,FLD_HOSPTL,ADOPTION,VOLUNTEER,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95425.0,"95425(38.79895, -123.01762)",6
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,A403280,03/27/2021,04/17/2021,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",5
CAT,DOMESTIC MH,GRAY/WHITE,Spayed,SMALL,A372075,05/01/2018,05/17/2018,16,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,COUNTY,94952.0,"94952(38.237, -122.640695)",8
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,MED,A388135,06/10/2019,08/14/2019,65,STRAY,PRIV_SHELT,TRANSFER,NOAHS BARK,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",8
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A356602,08/08/2017,09/22/2017,45,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",7
CAT,DOMESTIC LH,BRN TABBY/WHITE,Male,KITTN,A352714,05/16/2017,05/16/2017,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",6
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A321116,04/28/2015,05/13/2015,15,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*HEALDSBURG,95448.0,"95448(38.613965, -122.869825)",11
DOG,PIT BULL/MIX,BR BRINDLE,Spayed,MED,A305646,08/05/2014,09/19/2014,45,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",13
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A393814,11/19/2019,01/14/2020,56,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,SPCA SC,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95687.0,"95687(38.340705, -121.989085)",7
DOG,GERM SHEPHERD,BLACK/BROWN,Male,PUPPY,A399257,07/29/2020,08/05/2020,7,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",4
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A405045,05/27/2021,06/15/2021,19,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",3
